timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618577575467,942,api/login,200,OK,PELAPORAN STAGING 1-91,text,true,,1923,721,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/login,942,0,386
1618577575455,977,api/map?kode_kab=32.17,200,OK,PELAPORAN STAGING 1-84,text,true,,583602,690,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/map?kode_kab=32.17&kode_kab=32.17,427,0,0
1618577568466,7962,LOAD TEST ENDPOINT STAGING,200,"Number of samples in transaction : 10, number of failing samples : 0",PELAPORAN STAGING 1-84,,true,,994585,7101,8,8,null,6403,4,387
1618577575825,878,api/country,200,OK,PELAPORAN STAGING 1-85,text,true,,9551,664,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/country,878,0,0
1618577576239,477,api/areas/sub-district/32.17,200,OK,PELAPORAN STAGING 1-90,text,true,,2530,681,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17,475,0,0
1618577576389,452,api/occupations,200,OK,PELAPORAN STAGING 1-86,text,true,,2381,668,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/occupations,452,0,0
1618577576409,434,api/users/info,200,OK,PELAPORAN STAGING 1-91,text,true,,1759,667,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/users/info,434,0,0
1618577576074,951,api/areas/hospital,200,OK,PELAPORAN STAGING 1-89,text,true,,179793,685,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,421,0,0
1618577576717,403,api/areas/district-city,200,OK,PELAPORAN STAGING 1-90,text,true,,2391,676,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,401,0,0
1618577576843,480,api/areas/sub-district/32.17,200,OK,PELAPORAN STAGING 1-91,text,true,,2526,681,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17,477,0,0
1618577576465,862,api/login,200,OK,PELAPORAN STAGING 1-92,text,true,,1921,721,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/login,862,0,389
1618577576842,488,api/country,200,OK,PELAPORAN STAGING 1-86,text,true,,9549,664,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/country,488,0,0
1618577575818,1613,api/cases,200,OK,PELAPORAN STAGING 1-88,text,true,,209555,861,8,8,https://pikobar-pelaporan-api.digitalservice.id/api/cases?end_date=&verified_status=verified&final_result=&address_village_code=&sort=updatedAt%3Adesc&address_subdistrict_code=&address_district_code=32.71&search=&stage=&limit=100&page=1&status=&start_date=,1351,0,0
1618577576704,826,api/cases-summary,200,OK,PELAPORAN STAGING 1-85,text,true,,1116,788,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/cases-summary?address_district_code=32.17&max_date=&min_date=&final_result=&address_village_code=&address_subdistrict_code=&status=,826,0,0
1618577577327,410,api/users/info,200,OK,PELAPORAN STAGING 1-92,text,true,,1751,667,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/users/info,410,0,0
1618577575884,1944,api/cases,200,OK,PELAPORAN STAGING 1-87,text,true,,209559,861,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/cases?end_date=&verified_status=verified&final_result=&address_village_code=&sort=updatedAt%3Adesc&address_subdistrict_code=&address_district_code=32.71&search=&stage=&limit=100&page=1&status=&start_date=,1376,0,0
1618577577120,929,api/areas/hospital,200,OK,PELAPORAN STAGING 1-90,text,true,,179789,685,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/hospital?rs_jabar=true,421,0,0
1618577577330,817,api/cases-summary,200,OK,PELAPORAN STAGING 1-86,text,true,,1110,788,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/cases-summary?address_district_code=32.17&max_date=&min_date=&final_result=&address_village_code=&address_subdistrict_code=&status=,811,0,0
1618577577323,825,api/areas/district-city,200,OK,PELAPORAN STAGING 1-91,text,true,,2399,676,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/areas/district-city,824,0,0
1618577577828,408,api/occupations,200,OK,PELAPORAN STAGING 1-87,text,true,,2395,668,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/occupations,408,0,0
1618577577431,856,api/occupations,200,OK,PELAPORAN STAGING 1-88,text,true,,2389,668,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/occupations,856,0,0
1618577577026,1346,api/cases,200,OK,PELAPORAN STAGING 1-89,text,true,,209561,861,9,9,https://pikobar-pelaporan-api.digitalservice.id/api/cases?end_date=&verified_status=verified&final_result=&address_village_code=&sort=updatedAt%3Adesc&address_subdistrict_code=&address_district_code=32.71&search=&stage=&limit=100&page=1&status=&start_date=,991,0,0
1618577577738,840,api/areas/sub-district/32.17,200,OK,PELAPORAN STAGING 1-92,text,true,,2526,681,10,10,https://pikobar-pelaporan-api.digitalservice.id/api/areas/sub-district/32.17,840,0,0
